1.0.0,1.03125
1.1.0,0.05555555555555555
1.2.0,1.0163934426229508
1.3.0,3.1666666666666665
1.4.0,0.9833333333333334
2.0.0,0.2741071428571429
2.0.1,1.3961257973744101
2.0.2,0.45241702741702733
2.0.3,1.4305537251331204
2.0.4,1.0280904280904282
2.1.0,1.6128424435228847
2.1.1,1.7892021105554012
2.2.0,0.13227513227513227
2.2.1,0.9990094545976897
2.2.2,1.9079778548479198
2.3.0,0.6592433369405718
2.3.1,1.1459340305223762
2.3.2,4.514827480285745
3.0.0,1.122362875915302
3.0.0-rc1,0.1906142025822877
3.0.1,0.44577051906450704
3.0.2,1.1121742534263614
3.0.3,1.2471831487193656
3.1.0,0.7771134675553741
3.1.1,2.02108912967717
3.2.0,1.1996617383874337
3.3.0,0.02040816326530612
