1.0.0,0.11363636363636363
1.1.0,0.038461538461538464
1.1.1,0.05555555555555555
1.2.0,0.16666666666666666
1.3.0,0.042735042735042736
1.4.0,0.09090909090909091
2.0.0,0.06976744186046512
2.0.1,0.2
2.0.2,0.08695652173913043
2.0.3,0.09090909090909091
2.0.4,0.1724137931034483
2.1.0,0.0975609756097561
2.1.1,0.11188811188811189
2.2.0,0.08333333333333333
2.2.1,0.058823529411764705
2.2.2,0.0392156862745098
2.3.0,0.06
2.3.1,0.057971014492753624
2.3.2,0.048589341692789965
3.0.0,0.08641975308641975
3.0.0-rc.2,NaN
3.0.0-rc1,0.25
3.0.1,0.05405405405405406
3.0.2,0.037037037037037035
3.0.3,0.021897810218978103
3.1.0,0.056338028169014086
3.1.1,0.027190332326283987
3.2.0,0.006369426751592357
3.3.0,NaN
3.3.1,NaN
