1.0.0,2.6786907109917153
1.1.0,2.3516686435491216
1.1.1,1.648807396875808
1.2.0,2.0071818092213274
1.3.0,7.822438183579448
1.4.0,4.752484948141462
2.0.0,2.8787605014294884
2.0.1,3.901349733428859
2.0.2,3.6918910090680335
2.0.3,4.845712397216787
2.0.4,3.6502689259166026
2.1.0,4.471944443566328
2.1.1,5.417595774716049
2.2.0,1.3422766637405743
2.2.1,2.977333482254727
2.2.2,4.289879611410451
2.3.0,1.5910970510886764
2.3.1,3.7546250524153675
2.3.2,15.242542627986808
3.0.0,5.099950104378434
3.0.0-rc1,0.21189079832696855
3.0.1,2.292183495729356
3.0.2,2.428444033794843
3.0.3,3.451775376500923
3.1.0,2.587405724439418
3.1.1,8.504899431400766
3.2.0,4.418361411384485
3.3.0,0.11516675607201846
3.3.1,0.6464519140989728
