1.0.0,1.03125
1.1.0,0.05555555555555555
1.1.1,0.3333333333333333
1.2.0,1.0163934426229508
1.4.0,0.4
2.0.0,0.03125
2.0.1,1.4100146862632992
2.0.2,0.45598845598845594
2.0.3,0.8975811421605375
2.0.4,1.1717772967772966
2.1.0,1.409655599245382
2.1.1,1.1338071114533086
2.2.0,0.6285714285714286
2.2.1,1.1036837416632814
2.2.2,1.156099928378341
2.3.0,0.6087066841173334
2.3.1,0.7191947714522902
2.3.2,4.636391180870024
3.0.0,2.079990135656812
3.0.0-rc1,0.020833333333333332
3.0.1,1.821347322660835
3.0.2,1.0608571025365636
3.0.3,0.9287961902707721
3.1.0,1.6098449051096044
3.1.1,3.2040718037748217
3.2.0,1.4789485712971429
3.3.0,0.11516675607201846
3.3.1,0.6464519140989728
