1.0.0,0.37419062646096307
1.1.0,0.2161290322580645
1.1.1,0.2161290322580645
1.2.0,1.2308349146110056
1.3.0,2.5494623655913977
1.4.0,0.65
2.0.0,0.3074530409073011
2.0.1,0.9427826482499158
2.0.2,0.46786063398966626
2.0.3,0.848459531804265
2.0.4,0.6698534677028707
2.1.0,0.6230101929433293
2.1.1,0.8732944873035459
2.2.0,0.05316606929510155
2.2.1,0.19176003734827263
2.2.2,0.18144152595372107
2.3.0,0.07275854227073739
2.3.1,0.2533179320679321
2.3.2,0.8706950571064844
3.0.0,0.30118299376746716
3.0.0-rc.2,0.0
3.0.0-rc1,0.046474358974358976
3.0.1,0.04195240016135539
3.0.2,0.053083075335397314
3.0.3,0.0731859410430839
3.1.0,0.09422950321567833
3.1.1,0.17941012358465486
3.2.0,0.015625
3.3.0,0.0
3.3.1,0.0
